[Header]
; AC Transport Data File (default extension .dat)
; Copyright 1998, Quantum Design, Inc. All rights reserved.
TITLE,AC Transport Datafile
FILEOPENTIME,19082565.45,08/10/2022,8:45 am
BYAPP,ACTRANSPORT,2.0,1.1
INFO,PPMS AC Transport Option Release 2.2.5. Build 2,APPNAME
INFO,Cernox-1050,SAMPLE1_MATERIAL
INFO,SN-X180867,SAMPLE1_COMMENT
INFO,1,SAMPLE1_LEAD_SEPARATION
INFO,1,SAMPLE1_CROSS_SECTION
INFO,,SAMPLE2_MATERIAL
INFO,,SAMPLE2_COMMENT
INFO,1,SAMPLE2_LEAD_SEPARATION
INFO,1,SAMPLE2_CROSS_SECTION
DATATYPE,COMMENT,1
DATATYPE,TIME,2
FIELDGROUP,ACResist,2,4,5,6,7,8,9,10,13,14,15,16,53
FIELDGROUP,ACHall,2,4,5,6,7,8,9,10,17,18,19,20,53
FIELDGROUP,ACIVcurve,2,4,5,6,7,8,9,10,53
FIELDGROUP,ACCritCurrent,2,4,5,6,7,8,9,21,22,23,24,53
STARTUPGROUP,All
STARTUPAXIS,X,2
STARTUPAXIS,Y1,3
[Data]
Comment,Time Stamp (sec),Status (code),Temperature (K),Magnetic Field (Oe),Sample Position (deg),Excitation (mA),Frequency (Hz),Volts ch1,Volts ch2,V Std.Dev. ch1,V Std.Dev. ch2,Res. ch1 (ohm-cm),Res. ch2 (ohm-cm),Res. Std.Dev. ch1,Res. Std.Dev. ch2,Hall ch1 (cm^3/coul),Hall ch2 (cm^3/coul),Hall Std.Dev. ch1,Hall Std.Dev. ch2,Crit.Cur. ch1 (mA),Crit.Cur. ch2 (mA),C.Cur. Std.Dev. ch1,C.Cur. Std.Dev. ch2,ACT Status (code),ACT Gain,2nd Harm. ch1 (dB),2nd Harm. ch2 (dB),3rd Harm. ch1 (dB),3rd Harm. ch2 (dB),Quad.Error ch1 (ohm-cm-rad),Quad.Error ch2 (ohm-cm-rad),Drive Signal ch1 (V),Drive Signal ch2 (V),Bridge 1 Resistance (ohms),Bridge 1 Excitation (uA),Bridge 2 Resistance (ohms),Bridge 2 Excitation (uA),Bridge 3 Resistance (ohms),Bridge 3 Excitation (uA),Bridge 4 Resistance (ohms),Bridge 4 Excitation (uA),Signal 1 Vin (V),Signal 2 Vin (V),Digital Inputs (code),Drive 1 Iout (mA),Drive 1 Ipower (watts),Drive 2 Iout (mA),Drive 2 Ipower (watts),Pressure (),Map 20 (),Map 21 (),Map 22 (),Map 23 (),Map 24 (),Map 25 (),Map 26 (),Map 27 (),Map 28 (),Map 29 ()
,19104547.39,4370,190.96695,0,0,0.0102198995029309,17,0.000958729473669216,,4.85149296245966E-7,,95.0589041339499,,0.0481029230198678,,,,,,,,,,0,1000,-78.1251405478712,,-74.6165503884614,,0.000286031217663574,,0.000958730936651204,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104565.13,4370,191.2543,0,0,0.0102198995029309,17,0.000957533639724503,,4.8078162363212E-7,,94.9387596766708,,0.0476690744122773,,,,,,,,,,0,1000,-78.6196010499085,,-75.2160421373052,,0.000283712696101262,,0.000957535080882825,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104576.95,4370,191.45715,0,0,0.0102198995029309,17,0.0009566788060631,,4.78188104006684E-7,,94.852877684086,,0.0474113657271482,,,,,,,,,,0,1000,-78.0213492511427,,-75.1920225057709,,0.000284940758119126,,0.000956680261023548,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104589,4370,191.6584,0,0,0.0102198995029309,17,0.000955760283860241,,4.79708038088387E-7,,94.7605994102911,,0.0475614582506424,,,,,,,,,,0,1000,-78.6306288164878,,-75.0234713322763,,0.000283137793742545,,0.000955761721847045,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104600.53,4370,191.84845,0,0,0.0102198995029309,17,0.000955004404275557,,4.78790250981647E-7,,94.6846626050242,,0.0474699643065751,,,,,,,,,,0,1000,-78.4391391995349,,-75.208465893493,,0.00028329105813763,,0.000955005844958952,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104613.455,4370,192.0582,0,0,0.0102198995029309,17,0.000954088251139042,,4.74979163153527E-7,,94.5926266132588,,0.0470915122895793,,,,,,,,,,0,1000,-77.9306574438862,,-75.0846377713417,,0.000283533526400684,,0.000954089695675415,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104625.855,4370,192.2777,0,0,0.0102198995029309,17,0.000953203873783365,,4.76464124023398E-7,,94.5037850113711,,0.0472381575879058,,,,,,,,,,0,1000,-78.3846257127878,,-75.1579959914056,,0.0002836136569291,,0.000953205320477333,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104643.36,4370,192.55965,0,0,0.0102198995029309,17,0.000951899710902968,,4.78095954332274E-7,,94.3727771355634,,0.0473990844892128,,,,,,,,,,0,1000,-77.8852198782206,,-75.1418161385175,,0.000282494914533629,,0.000951901148172651,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104655.235,4370,192.76035,0,0,0.0102198995029309,17,0.000951040373448009,,4.70994741630124E-7,,94.2864561747412,,0.0466945038831265,,,,,,,,,,0,1000,-78.2122717573433,,-75.684388284714,,0.000281401537857223,,0.000951041800902176,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104667.245,4370,192.9603,0,0,0.0102198995029309,17,0.000950194129089612,,4.70818764365036E-7,,94.2014524362241,,0.0466765083686781,,,,,,,,,,0,1000,-78.0958955746541,,-75.3835165569968,,0.000282520017748946,,0.000950195569195074,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104679.18,4370,193.16,0,0,0.0102198995029309,17,0.000949358481449332,,4.71945204498752E-7,,94.1175150792157,,0.0467876396844802,,,,,,,,,,0,1000,-77.9323992567188,,-75.0333636937979,,0.00028231272647929,,0.000949359920708049,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104690.98,4370,193.3528,0,0,0.0102198995029309,17,0.000948599857057227,,4.72053995711787E-7,,94.041316076266,,0.046797933054603,,,,,,,,,,0,1000,-77.8968376201889,,-74.9780901214613,,0.000280213859926893,,0.000948601276129011,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104702.97,4370,193.55935,0,0,0.0102198995029309,17,0.000947696986709826,,4.7945376743395E-7,,93.9506305749591,,0.0475309263938723,,,,,,,,,,0,1000,-78.0223844581462,,-74.8793171965122,,0.000281350655384273,,0.000947698418681918,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104714.665,4370,193.75645,0,0,0.0102198995029309,17,0.00094695006449073,,4.7158510893706E-7,,93.8756104298804,,0.0467503776506773,,,,,,,,,,0,1000,-77.706123636471,,-75.0392708869371,,0.000281018272982634,,0.000946951494208235,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104726.64,4370,193.94765,0,0,0.0102198995029309,17,0.000946112839131112,,4.78926788644821E-7,,93.7915221741026,,0.0474776407710839,,,,,,,,,,0,1000,-77.9363259613853,,-75.0521704479213,,0.00027909262930292,,0.000946114250569723,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104739.43,4370,194.1609,0,0,0.0102198995029309,17,0.000945216380885155,,4.75112343749849E-7,,93.7014869224278,,0.0470989147113794,,,,,,,,,,0,1000,-78.049428732723,,-75.0336562452786,,0.000280801160893411,,0.000945217811012628,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104751.425,4370,194.36465,0,0,0.0102198995029309,17,0.000944378369027656,,4.76222015173793E-7,,93.6173237256978,,0.0472083709793385,,,,,,,,,,0,1000,-78.2081078627939,,-74.6970818657052,,0.000277868731181963,,0.00094437977068392,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104763.24,4370,194.56285,0,0,0.0102198995029309,17,0.000943573540231552,,4.76019634733814E-7,,93.5364950132719,,0.0471877806104674,,,,,,,,,,0,1000,-78.3469902900894,,-74.9389072051632,,0.000279515068704668,,0.000943574959756046,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104775.025,4370,194.7573,0,0,0.0102198995029309,17,0.000942678426157431,,4.71890071695345E-7,,93.4466010991722,,0.0467778356461983,,,,,,,,,,0,1000,-78.1403769146939,,-75.327291383659,,0.000280231240712516,,0.000942679854320248,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104787.765,4370,194.96535,0,0,0.0102198995029309,17,0.000942060571558254,,4.80415091443084E-7,,93.3845529163609,,0.0476225014171906,,,,,,,,,,0,1000,-77.7747549063203,,-74.8599911714788,,0.000279338941444503,,0.000942061991571289,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104799.835,4370,195.16755,0,0,0.0102198995029309,17,0.000940981323457925,,4.72090217475413E-7,,93.2761717440505,,0.0467965739849013,,,,,,,,,,0,1000,-79.0217661076222,,-74.6680458354386,,0.000278401772116044,,0.000940982735576549,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104817.715,4370,195.46695,0,0,0.0102198995029309,17,0.000939812285735109,,4.76295370832846E-7,,93.1587773057884,,0.0472126484066132,,,,,,,,,,0,1000,-78.0377971806768,,-74.9271507592283,,0.000279682916545021,,0.000939813712652895,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104829.675,4370,195.6646,0,0,0.0102198995029309,17,0.0009389194669976,,4.74300005583302E-7,,93.0691232662349,,0.0470142755747929,,,,,,,,,,0,1000,-78.6407856125932,,-74.8337507275451,,0.000279623657272023,,0.000938920894667059,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104841.305,4370,195.8629,0,0,0.0102198995029309,17,0.000938114777016873,,4.76210483947757E-7,,92.9883207423389,,0.0472031216184313,,,,,,,,,,0,1000,-77.939139943198,,-74.8328074163031,,0.000279338206294941,,0.000938116202995094,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104853.35,4370,196.0651,0,0,0.0102198995029309,17,0.000937301602368659,,4.72992148575759E-7,,92.906668068795,,0.046883583872897,,,,,,,,,,0,1000,-77.7871910332868,,-74.6685320078348,,0.000277967753332022,,0.000937303015614339,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104871.32,4370,196.36065,0,0,0.0102198995029309,17,0.000936062763393737,,4.79138277394014E-7,,92.782277037527,,0.0474919789792319,,,,,,,,,,0,1000,-77.6787109253958,,-74.5176237351115,,0.000278181619594365,,0.000936064180688179,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104883.27,4370,196.55955,0,0,0.0102198995029309,17,0.000935255620288522,,4.76519637000816E-7,,92.7012346148544,,0.0472318918736833,,,,,,,,,,0,1000,-78.6259939791123,,-74.3018568830037,,0.000276802235720877,,0.000935257024773356,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104895.005,4370,196.759,0,0,0.0102198995029309,17,0.00093450043359551,,4.79748125468088E-7,,92.6254105986108,,0.0475513961942805,,,,,,,,,,0,1000,-78.4702526974826,,-74.4101048994732,,0.000276604590008218,,0.000934501837208735,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104906.87,4370,196.95175,0,0,0.0102198995029309,17,0.000933641773328219,,4.7608338401752E-7,,92.53919931843,,0.0471875937891068,,,,,,,,,,0,1000,-77.756842385831,,-74.264070998675,,0.000276870227609149,,0.000933643180932026,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104919.525,4370,197.16435,0,0,0.0102198995029309,17,0.000932787078299592,,4.70411278553282E-7,,92.453388197294,,0.0466248430496434,,,,,,,,,,0,1000,-78.484889728982,,-74.8066852363799,,0.000276310303189538,,0.000932788481500414,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104931.94,4370,197.37365,0,0,0.0102198995029309,17,0.000932011034159305,,4.68755465260733E-7,,92.3754753650531,,0.0464602263464689,,,,,,,,,,0,1000,-77.9036702963354,,-74.5771399596356,,0.000276483173598368,,0.000932012440286312,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104949.11,4370,197.6575,0,0,0.0102198995029309,17,0.00093079727637882,,4.70534022681797E-7,,92.253620576634,,0.0466357207949722,,,,,,,,,,0,1000,-78.3689722933487,,-74.6067900650471,,0.000275719348073698,,0.000930798676570765,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104961.245,4370,197.86145,0,0,0.0102198995029309,17,0.0009300343929645,,4.66502012836365E-7,,92.1770332639974,,0.0462356092523,,,,,,,,,,0,1000,-78.3588321436644,,-74.5493121723411,,0.000275674239742426,,0.000930035793846497,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104972.515,4370,198.0536,0,0,0.0102198995029309,17,0.00092927859202355,,4.69048268866242E-7,,92.1011585736881,,0.0464874842788587,,,,,,,,,,0,1000,-77.8081547177602,,-74.6867684297576,,0.000275411331547109,,0.000929279991371997,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104984.26,4370,198.2433,0,0,0.0102198995029309,17,0.000928417370413176,,4.70668744374328E-7,,92.0147026659783,,0.0466475321429251,,,,,,,,,,0,1000,-78.2931142378334,,-74.5920329023779,,0.000275627639947066,,0.00092841877326069,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104997.555,4370,198.46325,0,0,0.0102198995029309,17,0.000927535915468911,,4.67720793629247E-7,,91.9262177241838,,0.0463547953820726,,,,,,,,,,0,1000,-78.2207475124759,,-74.2107537662989,,0.000277416636473418,,0.000927537337936746,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19105009.335,4370,198.66175,0,0,0.0102198995029309,17,0.000926749328973111,,4.6664207821747E-7,,91.8472579890311,,0.0462473829010464,,,,,,,,,,0,1000,-78.6612634663764,,-74.6397812234109,,0.000274099849224445,,0.000926750718808952,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19105021.165,4370,198.85945,0,0,0.0102198995029309,17,0.000925939037615469,,4.66393256233376E-7,,91.7659204968121,,0.046222202427596,,,,,,,,,,0,1000,-78.011980570756,,-74.6840665513662,,0.000275252685599251,,0.000925940440393405,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19105033.055,4370,199.05625,0,0,0.0102198995029309,17,0.000925176737768018,,4.65526343429726E-7,,91.6894020889098,,0.0461357995308664,,,,,,,,,,0,1000,-78.605726314971,,-74.2746431803414,,0.00027271206146562,,0.000925178115904356,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19105045.145,4370,199.2602,0,0,0.0102198995029309,17,0.000924364153225534,,4.67887891160261E-7,,91.6078379686572,,0.0463693164484453,,,,,,,,,,0,1000,-78.6160093813054,,-74.4735960293863,,0.000273195527513945,,0.000924365537468322,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19105057.1,4370,199.45985,0,0,0.0102198995029309,17,0.000923549961434743,,4.67626601614088E-7,,91.5261143641376,,0.0463428979138879,,,,,,,,,,0,1000,-78.0818966852781,,-74.5431307350493,,0.000273262583263977,,0.000923551347578069,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19105068.985,4370,199.6558,0,0,0.0102198995029309,17,0.00092283446795156,,4.74078362758687E-7,,91.4542990182266,,0.0469818159208104,,,,,,,,,,0,1000,-78.1600499310415,,-74.3176033371594,,0.000273415793887646,,0.000922835856725574,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19105082.075,4370,199.8768,0,0,0.0102198995029309,17,0.000921982149738793,,4.71046686933532E-7,,91.3687521937234,,0.0466808207814011,,,,,,,,,,0,1000,-78.3864759764312,,-74.7892006201039,,0.000272625562399739,,0.00092198353177312,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19105099.4,4370,200.1616,0,0,0.0102198995029309,17,0.000920834320452659,,4.73920856186809E-7,,91.2535482436584,,0.0469649035301457,,,,,,,,,,0,1000,-78.0610880216474,,-74.7171107122801,,0.000271992210623122,,0.000920835697787809,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19105111.295,4370,200.3623,0,0,0.0102198995029309,17,0.000920043654015338,,4.69938410646641E-7,,91.1741937199685,,0.0465697372272318,,,,,,,,,,0,1000,-79.0748520554168,,-74.9337279261744,,0.000272598282632132,,0.000920045038684403,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19105128.98,4370,200.657,0,0,0.0102198995029309,17,0.000918799242334136,,4.74415401244462E-7,,91.0493029915192,,0.0470125842038337,,,,,,,,,,0,1000,-78.1044487418623,,-74.3688860653343,,0.00027192847977214,,0.000918800622073181,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19105141.735,4370,200.869,0,0,0.0102198995029309,17,0.000917967327803611,,4.69684367354861E-7,,90.9658134040106,,0.0465432214935935,,,,,,,,,,0,1000,-77.7978528270103,,-74.2583704036553,,0.00027104291429676,,0.000917968699813013,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19105153.555,4370,201.06165,0,0,0.0102198995029309,17,0.000917195109877998,,4.71120961196037E-7,,90.8883165957689,,0.0466850801317365,,,,,,,,,,0,1000,-78.0008442216796,,-74.6481245882017,,0.000270553502243224,,0.000917196478088077,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19105171.61,4370,201.36655,0,0,0.0102198995029309,17,0.000916077934716955,,4.70713494619232E-7,,90.7762041514258,,0.0466439802674888,,,,,,,,,,0,1000,-78.4075932852787,,-74.5211055017885,,0.000269019266902988,,0.000916079289103235,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19105183.43,4370,201.56645,0,0,0.0102198995029309,17,0.000915242961827387,,4.69522411218288E-7,,90.6924139644002,,0.0465254130309782,,,,,,,,,,0,1000,-77.7123854820924,,-74.7138898090601,,0.000271122796355408,,0.000915244338732033,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19105195.475,4370,201.76435,0,0,0.0102198995029309,17,0.00091444844937944,,4.73074184890073E-7,,90.6126858174259,,0.046876844234034,,,,,,,,,,0,1000,-77.741953860966,,-74.2516130277374,,0.000271879573854719,,0.000914449835184439,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19105213.655,4370,202.0689,0,0,0.0102198995029309,17,0.000913286217235348,,4.68103987560176E-7,,90.4960607105923,,0.0463836003956654,,,,,,,,,,0,1000,-78.5105319757371,,-74.5889051517888,,0.000270968925742003,,0.000913287595524276,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19105225.1,4370,202.25995,0,0,0.0102198995029309,17,0.000912595213407251,,4.65464007924451E-7,,90.4267231662556,,0.0461215671758904,,,,,,,,,,0,1000,-77.0468917041083,,-74.9033390894372,,0.000270823860945032,,0.000912596591263327,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19105237.445,4370,202.46265,0,0,0.0102198995029309,17,0.000911805004834141,,4.70908595139061E-7,,90.347432728816,,0.0466605452146625,,,,,,,,,,0,1000,-77.9663866017192,,-74.5815622928621,,0.000270019830287922,,0.000911806375708146,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19105249.57,4370,202.66845,0,0,0.0102198995029309,17,0.000910957163903927,,4.64318121891569E-7,,90.2623613280665,,0.0460069795049294,,,,,,,,,,0,1000,-78.3063596699269,,-74.5146912654798,,0.000268714829086699,,0.000910958522822729,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19105267.345,4370,202.95925,0,0,0.0102198995029309,17,0.000909874274944387,,4.61600771482939E-7,,90.1537083846784,,0.0457370432352352,,,,,,,,,,0,1000,-77.3476590415414,,-74.6241857511542,,0.000268852453843305,,0.000909875636874484,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19105279.455,4370,203.161,0,0,0.0102198995029309,17,0.000909086983650735,,4.63003651757163E-7,,90.0747166323205,,0.0458755442835382,,,,,,,,,,0,1000,-78.3308961253455,,-74.6249554014965,,0.000268900399275473,,0.000909088347246515,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19105291.465,4370,203.3673,0,0,0.0102198995029309,17,0.000908259734857043,,4.6317456684413E-7,,89.9917176604782,,0.0458919521754082,,,,,,,,,,0,1000,-78.1189223033774,,-74.6768520170725,,0.000268679156558893,,0.000908261097449828,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19105303.385,4370,203.56295,0,0,0.0102198995029309,17,0.000907488862197961,,4.55034043980091E-7,,89.9143766962724,,0.0450848969523064,,,,,,,,,,0,1000,-78.5801282977354,,-74.9844232430051,,0.000266744981742688,,0.000907490206384092,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19105315.195,4370,203.75765,0,0,0.0102198995029309,17,0.000906736797443058,,4.58807219123424E-7,,89.8389243067145,,0.0454582685493597,,,,,,,,,,0,1000,-78.2040168526207,,-74.9809770937091,,0.000268989264749245,,0.000906738165476919,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19105327.53,4370,203.9644,0,0,0.0102198995029309,17,0.000906012760126865,,4.64923125520705E-7,,89.7662853133605,,0.0460637650916136,,,,,,,,,,0,1000,-78.0434085540777,,-74.5994252349876,,0.000268807151567224,,0.000906014127400739,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19105345.405,4370,204.26345,0,0,0.0102198995029309,17,0.00090480884919284,,4.62214070356571E-7,,89.6455062636691,,0.045794591512312,,,,,,,,,,0,1000,-77.6459101636683,,-74.836105656594,,0.000268800150919354,,0.000904810218214654,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19105357.405,4370,204.4667,0,0,0.0102198995029309,17,0.000904046897054619,,4.60765607249338E-7,,89.5690675983187,,0.0456506004776105,,,,,,,,,,0,1000,-77.7762779597703,,-74.6389616518123,,0.000267859285308931,,0.000904048257655176,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19105369.275,4370,204.65825,0,0,0.0102198995029309,17,0.000903298531916202,,4.63235153935456E-7,,89.4939935473664,,0.0458947960416068,,,,,,,,,,0,1000,-77.772508846633,,-75.0156803103438,,0.000266772757422579,,0.000903299882619144,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19105380.4,4370,204.843,0,0,0.0102198995029309,17,0.000902582703728078,,4.58855800344051E-7,,89.4221849777633,,0.0454604619447446,,,,,,,,,,0,1000,-77.5880089239357,,-74.6646644810269,,0.000267096826917707,,0.000902584058788448,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19105392.25,4370,205.04105,0,0,0.0102198995029309,17,0.000901830609299146,,4.580229227526E-7,,89.3467398833884,,0.0453774722681124,,,,,,,,,,0,1000,-78.1965484110254,,-74.7206952566346,,0.000266956395666525,,0.000901831964063876,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19105405.64,4370,205.2662,0,0,0.0102198995029309,17,0.000900993202450773,,4.70166324693813E-7,,89.2627386689265,,0.0465800077639309,,,,,,,,,,0,1000,-77.5485600806386,,-74.3962557401991,,0.000267469550230936,,0.000900994563692871,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19105416.57,4370,205.4515,0,0,0.0102198995029309,17,0.000900309576806228,,4.61056911875605E-7,,89.1941648655983,,0.045677093133948,,,,,,,,,,0,1000,-77.9006831208791,,-74.6352315077914,,0.000266600493297986,,0.000900310930243776,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19105429.315,4370,205.66215,0,0,0.0102198995029309,17,0.000899497958322898,,4.639914042872E-7,,89.1127539177862,,0.0459672966946772,,,,,,,,,,0,1000,-77.6368305869603,,-74.4279297375008,,0.000266672683121723,,0.000899499313715378,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19105441.14,4370,205.8578,0,0,0.0102198995029309,17,0.000898764998192959,,4.66699731174379E-7,,89.0392345224001,,0.0462351389479396,,,,,,,,,,0,1000,-77.8686373884345,,-74.7835493430296,,0.000265660318588286,,0.000898766344411048,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19105453.04,4370,206.06315,0,0,0.0102198995029309,17,0.000897999454835861,,4.59725506080712E-7,,88.9624484703947,,0.0455437304881975,,,,,,,,,,0,1000,-77.7388823130534,,-75.1018223659894,,0.000265944980559046,,0.000898000805090618,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19105464.56,4370,206.2454,0,0,0.0102198995029309,17,0.000897288680381556,,4.54421409000176E-7,,88.891157346441,,0.0450178235477769,,,,,,,,,,0,1000,-77.7603526004107,,-75.5472838916753,,0.000267363111249637,,0.000897290046155971,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19105477.61,4370,206.4602,0,0,0.0102198995029309,17,0.000896474227772963,,4.62182192292754E-7,,88.8094689671044,,0.0457861382162057,,,,,,,,,,0,1000,-77.1812453655372,,-74.5944116476963,,0.000266449864883701,,0.000896475585465375,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19105489.555,4370,206.66415,0,0,0.0102198995029309,17,0.000895740011641361,,4.53768574471524E-7,,88.7358297686699,,0.0449521851869477,,,,,,,,,,0,1000,-77.7280146593153,,-74.8475756323823,,0.000264292187669696,,0.000895741348528893,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19105501.38,4370,206.86575,0,0,0.0102198995029309,17,0.000894997084355596,,4.54854238742515E-7,,88.6613184002316,,0.045059270726332,,,,,,,,,,0,1000,-77.7575121970259,,-75.3917301166122,,0.00026489297103671,,0.000894998428442785,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19105513.265,4370,207.05415,0,0,0.0102198995029309,17,0.000894269146037713,,4.58871175959997E-7,,88.5883118295169,,0.0454567412898239,,,,,,,,,,0,1000,-78.2129414095584,,-75.1852744332326,,0.000265894065704003,,0.000894270501405729,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19105525.095,4370,207.25855,0,0,0.0102198995029309,17,0.000893520208286957,,4.5704159278069E-7,,88.5132007174083,,0.0452750292928527,,,,,,,,,,0,1000,-77.6300438517475,,-74.8157972322531,,0.000264196477872227,,0.000893521547525261,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19105537.455,4370,207.46685,0,0,0.0102198995029309,17,0.000892768921299227,,4.54943944038812E-7,,88.437855568001,,0.0450667643387297,,,,,,,,,,0,1000,-76.5505909603524,,-75.1873896891847,,0.000263809954233815,,0.000892770257745451,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19105549.255,4370,207.6617,0,0,0.0102198995029309,17,0.000892025502723621,,4.51388539187606E-7,,88.3633010726989,,0.0447141044242406,,,,,,,,,,0,1000,-77.560999329303,,-75.0356596102938,,0.000264037752803734,,0.000892026842594592,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19105562.275,4370,207.87375,0,0,0.0102198995029309,17,0.000891216825082673,,4.45890388222031E-7,,88.2822037511849,,0.0441689668933039,,,,,,,,,,0,1000,-77.9262990176792,,-75.3942943588099,,0.000264988752518375,,0.000891218175847349,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19105578.5,4370,208.1514,0,0,0.0102198995029309,17,0.000890230676226758,,4.51720807847233E-7,,88.1833113921486,,0.0447459049887936,,,,,,,,,,0,1000,-77.8132294252624,,-75.3572676011041,,0.000262560226049584,,0.000890232003815361,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19105590.885,4370,208.3531,0,0,0.0102198995029309,17,0.000889463650212392,,4.48481967566481E-7,,88.1063948426984,,0.0444246034653249,,,,,,,,,,0,1000,-78.0515054180441,,-74.9409136640694,,0.000263289314366371,,0.000889464986335441,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19105603.975,4370,208.56885,0,0,0.0102198995029309,17,0.000888654988658164,,4.48871846645854E-7,,88.0253048982731,,0.0444627253340477,,,,,,,,,,0,1000,-77.8282156638497,,-74.8816564491441,,0.000261115283572359,,0.000888656304002928,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19105621.16,4370,208.85925,0,0,0.0102198995029309,17,0.000887602687134516,,4.48399931011737E-7,,87.9197862559922,,0.0444153308558533,,,,,,,,,,0,1000,-77.2153528881331,,-74.7238782356185,,0.000262414254154964,,0.000887604017173681,,,,,,,,,,,,,,,,,,,,,,,,,,,
