[Header]
; AC Transport Data File (default extension .dat)
; Copyright 1998, Quantum Design, Inc. All rights reserved.
TITLE,AC Transport Datafile
FILEOPENTIME,19082565.45,08/10/2022,8:45 am
BYAPP,ACTRANSPORT,2.0,1.1
INFO,PPMS AC Transport Option Release 2.2.5. Build 2,APPNAME
INFO,Cernox-1050,SAMPLE1_MATERIAL
INFO,SN-X180867,SAMPLE1_COMMENT
INFO,1,SAMPLE1_LEAD_SEPARATION
INFO,1,SAMPLE1_CROSS_SECTION
INFO,,SAMPLE2_MATERIAL
INFO,,SAMPLE2_COMMENT
INFO,1,SAMPLE2_LEAD_SEPARATION
INFO,1,SAMPLE2_CROSS_SECTION
DATATYPE,COMMENT,1
DATATYPE,TIME,2
FIELDGROUP,ACResist,2,4,5,6,7,8,9,10,13,14,15,16,53
FIELDGROUP,ACHall,2,4,5,6,7,8,9,10,17,18,19,20,53
FIELDGROUP,ACIVcurve,2,4,5,6,7,8,9,10,53
FIELDGROUP,ACCritCurrent,2,4,5,6,7,8,9,21,22,23,24,53
STARTUPGROUP,All
STARTUPAXIS,X,2
STARTUPAXIS,Y1,3
[Data]
Comment,Time Stamp (sec),Status (code),Temperature (K),Magnetic Field (Oe),Sample Position (deg),Excitation (mA),Frequency (Hz),Volts ch1,Volts ch2,V Std.Dev. ch1,V Std.Dev. ch2,Res. ch1 (ohm-cm),Res. ch2 (ohm-cm),Res. Std.Dev. ch1,Res. Std.Dev. ch2,Hall ch1 (cm^3/coul),Hall ch2 (cm^3/coul),Hall Std.Dev. ch1,Hall Std.Dev. ch2,Crit.Cur. ch1 (mA),Crit.Cur. ch2 (mA),C.Cur. Std.Dev. ch1,C.Cur. Std.Dev. ch2,ACT Status (code),ACT Gain,2nd Harm. ch1 (dB),2nd Harm. ch2 (dB),3rd Harm. ch1 (dB),3rd Harm. ch2 (dB),Quad.Error ch1 (ohm-cm-rad),Quad.Error ch2 (ohm-cm-rad),Drive Signal ch1 (V),Drive Signal ch2 (V),Bridge 1 Resistance (ohms),Bridge 1 Excitation (uA),Bridge 2 Resistance (ohms),Bridge 2 Excitation (uA),Bridge 3 Resistance (ohms),Bridge 3 Excitation (uA),Bridge 4 Resistance (ohms),Bridge 4 Excitation (uA),Signal 1 Vin (V),Signal 2 Vin (V),Digital Inputs (code),Drive 1 Iout (mA),Drive 1 Ipower (watts),Drive 2 Iout (mA),Drive 2 Ipower (watts),Pressure (),Map 20 (),Map 21 (),Map 22 (),Map 23 (),Map 24 (),Map 25 (),Map 26 (),Map 27 (),Map 28 (),Map 29 ()
,19103395.14,4370,171.75815,0,0,0.0102198995029309,17,0.0010497929068291,,5.23451328622804E-7,,104.219708051997,,0.051966307429414,,,,,,,,,,0,1000,-77.4147316213273,,-76.4959901234895,,0.000314078664133839,,0.00104979451777673,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19103406.775,4370,171.9519,0,0,0.0102198995029309,17,0.00104870488846573,,5.19532081519828E-7,,104.1101186095,,0.0515764402748984,,,,,,,,,,0,1000,-78.5633497162799,,-75.9103486869713,,0.000311060906671177,,0.00104870647024459,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19103418.755,4370,172.15465,0,0,0.0102198995029309,17,0.0010476790997562,,5.19756590649165E-7,,104.006800216194,,0.0515979912902802,,,,,,,,,,0,1000,-78.4068502616201,,-75.8033950244721,,0.000313193320191946,,0.00104768070486653,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19103430.71,4370,172.3563,0,0,0.0102198995029309,17,0.00104665241978122,,5.22337475440229E-7,,103.903395004478,,0.0518534641244652,,,,,,,,,,0,1000,-78.3566736814664,,-76.116007128581,,0.000313238851273529,,0.00104665402693321,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19103442.705,4370,172.5518,0,0,0.0102198995029309,17,0.00104561481306525,,5.20269061781457E-7,,103.798892271769,,0.051647384594637,,,,,,,,,,0,1000,-77.9213950027614,,-75.522580847584,,0.000311007347111126,,0.00104561639897242,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19103455.06,4370,172.7567,0,0,0.0102198995029309,17,0.00104456694636954,,5.17448251773987E-7,,103.693359263227,,0.0513666119789634,,,,,,,,,,0,1000,-78.0113242190846,,-76.027334775828,,0.000312731659056319,,0.00104456855151947,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19103468.03,4370,172.9745,0,0,0.0102198995029309,17,0.00104344830954524,,5.14630883587923E-7,,103.580702229216,,0.0510861411256664,,,,,,,,,,0,1000,-78.1054978342777,,-75.315077839045,,0.000310098155892482,,0.00104344988946713,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19103485.275,4370,173.2607,0,0,0.0102198995029309,17,0.00104197572973539,,5.1925820096765E-7,,103.432405217869,,0.0515444282867403,,,,,,,,,,0,1000,-78.2796995255838,,-75.4158202025318,,0.000309767270043859,,0.00104197730851549,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19103496.95,4370,173.4574,0,0,0.0102198995029309,17,0.00104097455142758,,5.21532588135442E-7,,103.331584437792,,0.0517694762824369,,,,,,,,,,0,1000,-78.233508859991,,-75.6878646916427,,0.000308830621299317,,0.0010409761221838,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19103509.105,4370,173.65905,0,0,0.0102198995029309,17,0.00103995025672981,,5.14869086240379E-7,,103.228438692483,,0.0511073009332952,,,,,,,,,,0,1000,-78.4132911513853,,-76.2580255521763,,0.000310404451997316,,0.00103995184509918,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19103527.67,4370,173.97115,0,0,0.0102198995029309,17,0.00103835105371437,,5.13955892789821E-7,,103.067405962613,,0.0510155205627692,,,,,,,,,,0,1000,-78.3245068618227,,-75.7169569338731,,0.000310329127749758,,0.00103835264375807,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19103539.33,4370,174.1605,0,0,0.0102198995029309,17,0.00103736720967071,,5.17223783598101E-7,,102.968340739519,,0.0513391916885258,,,,,,,,,,0,1000,-77.5748136772278,,-75.8031556743265,,0.000308520687715153,,0.00103736878272697,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19103551.5,4370,174.36775,0,0,0.0102198995029309,17,0.00103636464460182,,5.11191053254985E-7,,102.867393246412,,0.0507396798883787,,,,,,,,,,0,1000,-77.7372902865588,,-76.0304447943742,,0.000310236116090671,,0.00103636623673835,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19103568.375,4370,174.6501,0,0,0.0102198995029309,17,0.00103492491905261,,5.13314664284231E-7,,102.722433327552,,0.0509494454821455,,,,,,,,,,0,1000,-77.7048310855432,,-75.4070599630175,,0.000309098373441904,,0.00103492650173141,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19103580.585,4370,174.8475,0,0,0.0102198995029309,17,0.00103389930367614,,5.12577565433999E-7,,102.619171961463,,0.0508755598882264,,,,,,,,,,0,1000,-77.8090343715524,,-75.985623979389,,0.000306767002869488,,0.00103390086411672,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19103593.68,4370,175.06945,0,0,0.0102198995029309,17,0.00103281236272361,,5.09697061322672E-7,,102.509739405742,,0.0505888923055999,,,,,,,,,,0,1000,-78.1208757090378,,-75.7101279151952,,0.000307771374044812,,0.00103281393505182,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19103611.21,4370,175.35985,0,0,0.0102198995029309,17,0.00103134917798238,,5.10544189478806E-7,,102.362432075167,,0.0506719419001687,,,,,,,,,,0,1000,-78.2849322654732,,-75.7492179553813,,0.000306815995985313,,0.00103135074278102,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19103623.16,4370,175.5596,0,0,0.0102198995029309,17,0.00103033590045858,,5.11623838144687E-7,,102.260423036139,,0.0507783824297925,,,,,,,,,,0,1000,-78.2667887775253,,-75.6132688523087,,0.00030720792998026,,0.00103033747080041,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19103635.145,4370,175.76005,0,0,0.0102198995029309,17,0.00102935392100327,,5.08110400622389E-7,,102.161567589066,,0.0504289881251878,,,,,,,,,,0,1000,-78.3034179456712,,-75.774035611674,,0.000305479775352206,,0.0010293554752086,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19103647.065,4370,175.9589,0,0,0.0102198995029309,17,0.00102835748305735,,5.10393590903425E-7,,102.061259370326,,0.0506548884368829,,,,,,,,,,0,1000,-78.7102386106528,,-75.1162671373374,,0.00030602250017417,,0.00102835904430139,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19103658.76,4370,176.15325,0,0,0.0102198995029309,17,0.00102738326507658,,5.07411772513844E-7,,101.96319065049,,0.0503582712230899,,,,,,,,,,0,1000,-78.1748100958316,,-75.524736239737,,0.00030502974335934,,0.00102738481767837,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19103670.53,4370,176.35,0,0,0.0102198995029309,17,0.00102641520076848,,5.11482904164874E-7,,101.865744014843,,0.050761628870894,,,,,,,,,,0,1000,-78.5782278699523,,-75.3428744354625,,0.000305431316008182,,0.00102641675892916,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19103683.935,4370,176.57525,0,0,0.0102198995029309,17,0.00102530219958785,,5.04673117623869E-7,,101.753711082062,,0.0500850225691532,,,,,,,,,,0,1000,-78.8152524512266,,-75.3489777302812,,0.000306737805835092,,0.00102530377281311,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19103695.46,4370,176.7652,0,0,0.0102198995029309,17,0.0010243511923533,,5.03609906032993E-7,,101.65798694885,,0.0499788467377422,,,,,,,,,,0,1000,-78.5802259724762,,-76.2371014371731,,0.000305381556773067,,0.00102435275314491,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19103707.31,4370,176.96175,0,0,0.0102198995029309,17,0.00102339128444768,,5.01474514663393E-7,,101.561369479923,,0.0497662649672926,,,,,,,,,,0,1000,-78.3143921381256,,-75.6109961524265,,0.000303201328654944,,0.0010233928244759,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19103719.375,4370,177.16595,0,0,0.0102198995029309,17,0.00102240042561002,,5.11681571867857E-7,,101.461639415272,,0.0507785118311462,,,,,,,,,,0,1000,-78.3197868514108,,-75.3546458769133,,0.000304662296710739,,0.00102240198202209,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19103731.26,4370,177.3649,0,0,0.0102198995029309,17,0.00102140331002449,,5.07163420861207E-7,,101.36128238091,,0.0503294406465303,,,,,,,,,,0,1000,-78.3861021571988,,-75.4933268686166,,0.00030278625574664,,0.00102140484882828,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19103750.055,4370,177.6767,0,0,0.0102198995029309,17,0.00101987862353877,,5.15022712226365E-7,,101.207832115212,,0.0511082904241714,,,,,,,,,,0,1000,-78.8011331924343,,-75.5012494622006,,0.000303826456820223,,0.00101988017524991,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19103767.72,4370,177.97065,0,0,0.0102198995029309,17,0.00101843236825275,,5.12318300123132E-7,,101.062281474331,,0.0508388954910015,,,,,,,,,,0,1000,-78.1894363749387,,-75.0438123343711,,0.000304820800775629,,0.00101843393235518,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19103780.185,4370,178.178,0,0,0.0102198995029309,17,0.00101741157817548,,5.16439403805513E-7,,100.959553029641,,0.051247119205357,,,,,,,,,,0,1000,-78.65632449996,,-75.1709916665018,,0.000302362906771413,,0.00101741311869973,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19103797.275,4370,178.4628,0,0,0.0102198995029309,17,0.00101602495356883,,5.11520569246568E-7,,100.820013052804,,0.0507580372420617,,,,,,,,,,0,1000,-78.5412927381841,,-74.9934189383772,,0.000301851595719146,,0.00101602649098261,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19103809.055,4370,178.6603,0,0,0.0102198995029309,17,0.00101508644766974,,5.14116317839912E-7,,100.725571587243,,0.0510149467784255,,,,,,,,,,0,1000,-78.0042481737854,,-75.1520492569807,,0.000302561685104301,,0.0010150879937535,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19103827.455,4370,178.96155,0,0,0.0102198995029309,17,0.00101359467546959,,5.11144572212852E-7,,100.575460229244,,0.0507190138858042,,,,,,,,,,0,1000,-78.4238967832192,,-74.9657346627251,,0.0003018732131373,,0.00101359621679034,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19103839.49,4370,179.16485,0,0,0.0102198995029309,17,0.00101261777868132,,5.05861504305582E-7,,100.477162196198,,0.0501941133685177,,,,,,,,,,0,1000,-78.3263477403465,,-75.4724125898607,,0.000300691615785865,,0.00101261930943488,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19103857.42,4370,179.4652,0,0,0.0102198995029309,17,0.00101117343364398,,5.0369653547574E-7,,100.33183312849,,0.0499782910866736,,,,,,,,,,0,1000,-78.8818459621105,,-75.5382810249057,,0.000300544901861097,,0.00101117496508851,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19103869.15,4370,179.6569,0,0,0.0102198995029309,17,0.00101021881579839,,5.07352911026749E-7,,100.235783297382,,0.0503404207397944,,,,,,,,,,0,1000,-78.6473051461767,,-75.1915325835312,,0.000298693102573432,,0.00101022032985854,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19103880.505,4370,179.8474,0,0,0.0102198995029309,17,0.00100931937869672,,5.1277008791802E-7,,100.145287863562,,0.0508772864121076,,,,,,,,,,0,1000,-78.4953106172158,,-75.1017574592375,,0.000298404756251008,,0.00100932089118168,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19103892.82,4370,180.05475,0,0,0.0102198995029309,17,0.00100834560813348,,5.09483927425011E-7,,100.047316036803,,0.0505505470425634,,,,,,,,,,0,1000,-79.1047023808,,-74.6645317022217,,0.000300101658550819,,0.00100834713934635,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19103905.15,4370,180.2614,0,0,0.0102198995029309,17,0.00100742345754232,,5.07467658271168E-7,,99.954540180381,,0.0503498512634349,,,,,,,,,,0,1000,-78.7766241519533,,-74.9025780313375,,0.000296237263157875,,0.00100742495094014,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19103916.63,4370,180.45075,0,0,0.0102198995029309,17,0.00100645572269465,,5.06086761194477E-7,,99.8571807333227,,0.0502121635796131,,,,,,,,,,0,1000,-78.587075950145,,-74.9828563573887,,0.000301589858758035,,0.00100645727203552,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19103930.15,4370,180.67445,0,0,0.0102198995029309,17,0.00100538512396439,,5.08507401141286E-7,,99.7494756645052,,0.0504515816108943,,,,,,,,,,0,1000,-78.9648208158114,,-75.1016490099038,,0.000299177821123886,,0.00100538665024548,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19103947.23,4370,180.96095,0,0,0.0102198995029309,17,0.00100402216220494,,5.06346093748301E-7,,99.6123627365995,,0.0502361961842765,,,,,,,,,,0,1000,-77.9072989904856,,-75.0588238710013,,0.000298530640431223,,0.00100402368395286,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19103965.235,4370,181.26325,0,0,0.0102198995029309,17,0.00100260432644292,,5.05302414072674E-7,,99.4697350361028,,0.0501316623402236,,,,,,,,,,0,1000,-78.0765471238919,,-75.006361464305,,0.000297142511892188,,0.00100260583620391,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19103976.825,4370,181.45315,0,0,0.0102198995029309,17,0.00100168357437326,,5.0468313356022E-7,,99.3771146586402,,0.0500695818337666,,,,,,,,,,0,1000,-78.6420233890447,,-75.1174186827926,,0.000297670031313507,,0.0010016850908923,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19103989.17,4370,181.66255,0,0,0.0102198995029309,17,0.00100070907200337,,5.12037771489424E-7,,99.2790900072319,,0.0507985471193592,,,,,,,,,,0,1000,-78.4496165574203,,-74.5557370979266,,0.000297561701926911,,0.00100071058889454,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104001.985,4370,181.87115,0,0,0.0102198995029309,17,0.000999695918163312,,5.06632805830141E-7,,99.1771802402709,,0.0502616207983643,,,,,,,,,,0,1000,-78.0245120681085,,-74.9376449715629,,0.000296836349900236,,0.000999697429198012,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104019.375,4370,182.1599,0,0,0.0102198995029309,17,0.000998340586473259,,5.12373497401905E-7,,99.0408564301454,,0.0508301813161583,,,,,,,,,,0,1000,-78.0133126088261,,-74.8300327083887,,0.000296949488265922,,0.000998342100712949,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104031.4,4370,182.3645,0,0,0.0102198995029309,17,0.000997472732981478,,5.03609554032978E-7,,98.9535675094025,,0.049960148723526,,,,,,,,,,0,1000,-78.5220881909737,,-75.0506664774911,,0.000297338483003232,,0.000997474252511899,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104043.11,4370,182.5585,0,0,0.0102198995029309,17,0.00099650017740841,,5.0977536463819E-7,,98.8557501282876,,0.0505711392082458,,,,,,,,,,0,1000,-78.5174131277457,,-75.0933693995386,,0.000297253592390967,,0.000996501697553467,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104056.055,4370,182.77485,0,0,0.0102198995029309,17,0.000995477951408823,,5.03076094829726E-7,,98.752939860231,,0.0499058435453859,,,,,,,,,,0,1000,-77.615418073418,,-75.2435388551646,,0.000298230397713219,,0.000995479483132252,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104073.17,4370,183.06155,0,0,0.0102198995029309,17,0.000994158559782187,,5.03636060219392E-7,,98.620246508458,,0.0499604783681184,,,,,,,,,,0,1000,-77.826509286984,,-75.1275356535846,,0.000295418252897084,,0.000994160064749909,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104085.885,4370,183.2728,0,0,0.0102198995029309,17,0.000993184444378648,,5.05634214488238E-7,,98.5222812668172,,0.0501580149934024,,,,,,,,,,0,1000,-77.6510078471011,,-74.6983245829854,,0.000296365518389345,,0.000993185960498816,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104097.245,4370,183.4617,0,0,0.0102198995029309,17,0.000992292090638559,,5.00985180870876E-7,,98.4325409929547,,0.0496962232777549,,,,,,,,,,0,1000,-78.1293295864361,,-74.7643091950415,,0.000295670306776716,,0.000992293601011106,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104109.235,4370,183.6597,0,0,0.0102198995029309,17,0.00099135813168985,,4.97200488239042E-7,,98.3386190406401,,0.0493201529860459,,,,,,,,,,0,1000,-78.5056734655154,,-75.1380434837037,,0.000295905901780247,,0.000991359645895523,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104121.07,4370,183.8612,0,0,0.0102198995029309,17,0.000990528385864116,,5.01887945580161E-7,,98.2551791436106,,0.0497845557658522,,,,,,,,,,0,1000,-78.5014524677423,,-74.7869667778611,,0.000293725221984183,,0.000990529879083943,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104133.215,4370,184.06225,0,0,0.0102198995029309,17,0.000989520136738766,,5.02229718870482E-7,,98.1537914022028,,0.0498177591251298,,,,,,,,,,0,1000,-78.2449825981806,,-75.3535050269718,,0.000295251366931457,,0.000989521647053243,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104144.94,4370,184.2541,0,0,0.0102198995029309,17,0.00098862959597845,,5.04127936010635E-7,,98.0642425669802,,0.0500054309219879,,,,,,,,,,0,1000,-78.0221193348131,,-75.224278884609,,0.000294548741617058,,0.000988631100467131,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104156.595,4370,184.45105,0,0,0.0102198995029309,17,0.000987751104169933,,5.04485461315503E-7,,97.9759074917668,,0.0500402841555739,,,,,,,,,,0,1000,-78.2666931138821,,-74.8687825806789,,0.000293783827828425,,0.000987752602185881,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104168.825,4370,184.65755,0,0,0.0102198995029309,17,0.000986807906862265,,4.93780107390311E-7,,97.8810684779319,,0.0489777698738753,,,,,,,,,,0,1000,-78.8876524156445,,-75.1095331076441,,0.000294768032732156,,0.000986809416373441,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104181.81,4370,184.8728,0,0,0.0102198995029309,17,0.000985820152073953,,5.04414039620289E-7,,97.7817518486014,,0.0500318582610788,,,,,,,,,,0,1000,-78.1329025652212,,-74.7795730548911,,0.000292286151757146,,0.000985821637759777,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104199.28,4370,185.16335,0,0,0.0102198995029309,17,0.000984497380748912,,4.96939947594658E-7,,97.6487542923044,,0.0492896110373637,,,,,,,,,,0,1000,-78.0727423904435,,-74.9108850091907,,0.000293378317817142,,0.000984498879569507,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104211.38,4370,185.36455,0,0,0.0102198995029309,17,0.000983582114614955,,4.97064456938714E-7,,97.5567320563169,,0.0493013336199938,,,,,,,,,,0,1000,-78.355426818028,,-75.0370708142443,,0.000293581301491848,,0.000983583616906932,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104223.31,4370,185.5622,0,0,0.0102198995029309,17,0.000982675290921273,,5.00405443809023E-7,,97.4655609434958,,0.04963208491267,,,,,,,,,,0,1000,-78.8053208308483,,-74.9190473010849,,0.000291941738794023,,0.000982676777851314,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104236.23,4370,185.7747,0,0,0.0102198995029309,17,0.000981699901724261,,4.95890291845426E-7,,97.3674988899169,,0.0491835892020993,,,,,,,,,,0,1000,-78.8128480059096,,-75.0139736477418,,0.000291041885354776,,0.000981701380970368,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104253.73,4370,186.0675,0,0,0.0102198995029309,17,0.000980379086299255,,5.00573184477577E-7,,97.2347131850126,,0.0496471380218684,,,,,,,,,,0,1000,-78.022470126324,,-74.8898925809154,,0.000292365192041964,,0.000980380581038654,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104271.51,4370,186.36585,0,0,0.0102198995029309,17,0.000979050795081757,,4.95148579080854E-7,,97.1011808287356,,0.0491082160688755,,,,,,,,,,0,1000,-78.0733430042749,,-75.2706548493165,,0.000292809484491757,,0.00097905229640166,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104283.675,4370,186.56355,0,0,0.0102198995029309,17,0.000978111272387827,,4.96470580921846E-7,,97.00673412473,,0.0492386886663729,,,,,,,,,,0,1000,-78.4461551238488,,-75.4487492866991,,0.00029127806090175,,0.000978112759471738,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104295.365,4370,186.7634,0,0,0.0102198995029309,17,0.000977245215370412,,4.8868576733521E-7,,96.9196748338355,,0.0484660280346652,,,,,,,,,,0,1000,-77.9501786452451,,-76.3212207241327,,0.000290315955453338,,0.000977246693955929,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104307.215,4370,186.96685,0,0,0.0102198995029309,17,0.000976369627788852,,4.89302769135645E-7,,96.8316596240731,,0.0485266294844519,,,,,,,,,,0,1000,-77.779805711557,,-75.3917242245992,,0.000290742860861301,,0.000976371112055904,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104319.18,4370,187.1587,0,0,0.0102198995029309,17,0.000975462556422796,,4.88055037631975E-7,,96.7404818805876,,0.0484022761394264,,,,,,,,,,0,1000,-78.5922003273782,,-75.4410213271729,,0.0002899258103655,,0.000975464033731807,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104332.21,4370,187.3742,0,0,0.0102198995029309,17,0.000974499938012406,,4.88854523328832E-7,,96.6437231263591,,0.0484809164941876,,,,,,,,,,0,1000,-77.7517011252028,,-75.9396673594819,,0.000288692272567609,,0.000974501404224156,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104349.36,4370,187.6642,0,0,0.0102198995029309,17,0.000973228301969657,,4.8605709145087E-7,,96.5159070571593,,0.0482026372056442,,,,,,,,,,0,1000,-78.4188803404263,,-75.4822087689685,,0.000287746778600042,,0.000973229760496428,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104367.365,4370,187.95675,0,0,0.0102198995029309,17,0.000971897200423733,,4.86679909812623E-7,,96.3821187626211,,0.0482635096208554,,,,,,,,,,0,1000,-78.2370179529108,,-75.1491390730882,,0.000288752843246601,,0.000971898671178952,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104379.485,4370,188.1684,0,0,0.0102198995029309,17,0.000971008333346693,,4.90853225931555E-7,,96.2927819691144,,0.0486767720652319,,,,,,,,,,0,1000,-78.1595995290558,,-75.0258725647623,,0.00028812868973342,,0.000971009799091092,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104391.175,4370,188.36145,0,0,0.0102198995029309,17,0.000970144000368556,,4.85345092676638E-7,,96.2059131236768,,0.0481299654411983,,,,,,,,,,0,1000,-78.5738212610118,,-75.919112915479,,0.000288131235774896,,0.000970145467444759,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104408.965,4370,188.6539,0,0,0.0102198995029309,17,0.000968770568705867,,4.87374015188449E-7,,96.0678821586057,,0.0483302445918772,,,,,,,,,,0,1000,-78.0751592007164,,-75.1032625886961,,0.00028795801398221,,0.000968772036095996,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104421.555,4370,188.8641,0,0,0.0102198995029309,17,0.000967902054190777,,4.8768344662363E-7,,95.9805984826105,,0.0483603458203837,,,,,,,,,,0,1000,-77.9248693678143,,-75.4389142208686,,0.000287935515706777,,0.000967903522668126,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104439.41,4370,189.16115,0,0,0.0102198995029309,17,0.000966537089777355,,4.84174244475587E-7,,95.8434270084518,,0.0480114520914704,,,,,,,,,,0,1000,-78.2134437130326,,-75.3750313626323,,0.000286045166773767,,0.000966538541083042,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104452.38,4370,189.37365,0,0,0.0102198995029309,17,0.000965669159471076,,4.86302804154879E-7,,95.7562074540253,,0.0482219413169226,,,,,,,,,,0,1000,-78.3114264204844,,-75.788017469057,,0.000287293801149264,,0.000965670624790611,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104468.93,4370,189.65695,0,0,0.0102198995029309,17,0.000964476343322595,,4.87179797865672E-7,,95.6363430881398,,0.0483081037479035,,,,,,,,,,0,1000,-78.2506479627002,,-75.2603868449455,,0.000287626633092988,,0.000964477813855693,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104481.475,4370,189.8617,0,0,0.0102198995029309,17,0.000963574934347756,,4.84747055576156E-7,,95.5457644409782,,0.0480662750209068,,,,,,,,,,0,1000,-77.7856290412731,,-74.5862168501023,,0.000286483505644845,,0.000963576394580024,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104494.43,4370,190.0772,0,0,0.0102198995029309,17,0.00096264594899567,,4.87182761027869E-7,,95.4524171369127,,0.048307171180898,,,,,,,,,,0,1000,-77.7810641016453,,-74.8229178150514,,0.000284192157896205,,0.000962647387349675,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104510.725,4370,190.35875,0,0,0.0102198995029309,17,0.000961400248185904,,4.83479971088341E-7,,95.3272490699016,,0.047939186645435,,,,,,,,,,0,1000,-78.0627735859438,,-75.2710068668971,,0.000285511683670283,,0.000961401701808722,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104523.495,4370,190.5615,0,0,0.0102198995029309,17,0.000960454775453991,,4.83905569175241E-7,,95.2322508226364,,0.047980756351982,,,,,,,,,,0,1000,-77.9895909017858,,-75.0766447868081,,0.00028582933159203,,0.000960456233747212,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19104535.195,4370,190.7592,0,0,0.0102198995029309,17,0.000959689367723098,,4.86039511804743E-7,,95.1553467903771,,0.0481918322214247,,,,,,,,,,0,1000,-77.3042446685663,,-75.3147977904945,,0.000283732260761988,,0.000959690805842507,,,,,,,,,,,,,,,,,,,,,,,,,,,
